01:no,02:tool,03:status,04:time_sec,05:depth,05:mem_kb,10:ninit_trans,11:ninit_trans,12:ncells,13:nclauses,14:navg_clause_len
1,apalache,NoError,6,0,251084,0,0,56,38,7
2,apalache,NoError,34,0,446376,0,0,18384,47431,17
3,apalache,NoError,8,0,240628,0,0,213,297,12
4,apalache,NoError,10,0,283460,0,0,3352,13166,18
5,apalache,NoError,6,0,222516,0,0,72,88,10
6,apalache,NoError,6,0,241176,0,0,705,1269,16
7,apalache,NoError,6,0,226476,0,0,27,74,4
8,apalache,NoError,7,0,293800,0,0,3183,9491,18
