01:no,02:tool,03:status,04:time_sec,05:depth,05:mem_kb,10:ninit_trans,11:ninit_trans,12:ncells,13:nclauses,14:navg_clause_len
1,apalache,NoError,10,0,65116,0,0,585,1890,8
2,apalache,NoError,33,1,65012,0,0,21461,99377,13
3,apalache,NoError,3,0,65132,0,0,842,3978,10
4,apalache,NoError,5,1,65204,0,0,3831,21474,12
5,apalache,NoError,3,0,67264,0,0,141,296,8
6,apalache,NoError,3,1,64908,0,0,657,2324,13
7,apalache,NoError,3,0,65032,0,0,364,2609,6
8,apalache,NoError,6,1,63072,0,0,4525,23395,13
