01:no,02:tool,03:status,04:time_sec,05:depth,05:mem_kb,10:ninit_trans,11:ninit_trans,12:ncells,13:nclauses,14:navg_clause_len
1,apalache,NoError,15,0,486540,0,0,549,1495,10
2,apalache,NoError,103,0,992324,0,0,14901,36868,17
3,apalache,NoError,9,0,288096,0,0,805,2857,18
4,apalache,NoError,14,0,356576,0,0,3855,15111,18
5,apalache,NoError,9,0,302108,0,0,150,186,11
6,apalache,NoError,9,0,318976,0,0,734,1221,19
7,apalache,NoError,9,0,301224,0,0,369,2216,6
8,apalache,NoError,16,0,444048,0,0,3444,9987,18
