01:no,02:tool,03:status,04:time_sec,05:depth,05:mem_kb,10:ninit_trans,11:ninit_trans,12:ncells,13:nclauses,14:navg_clause_len
1,apalache,NoError,6,0,290628,0,0,56,38,7
2,apalache,NoError,67,0,519840,0,0,18372,47419,17
3,apalache,NoError,8,0,271128,0,0,213,297,12
4,apalache,NoError,9,0,294236,0,0,3352,13166,18
5,apalache,NoError,6,0,226748,0,0,72,88,10
6,apalache,NoError,7,0,243240,0,0,729,1281,16
7,apalache,NoError,6,0,223388,0,0,27,74,4
8,apalache,NoError,9,0,309224,0,0,3116,9181,18
